ticker,index,industry
KEL.NS,NSE SME Emerge,SME (unclassified)
CHAVDA.NS,NSE SME Emerge,SME (unclassified)
HOLMARC.NS,NSE SME Emerge,SME (unclassified)
UNIHEALTH.NS,NSE SME Emerge,SME (unclassified)
JIWANRAM.NS,NSE SME Emerge,SME (unclassified)
PRAMARA.NS,NSE SME Emerge,SME (unclassified)
SAROJA.NS,NSE SME Emerge,SME (unclassified)
BASILIC.NS,NSE SME Emerge,SME (unclassified)
MONOPHARMA.NS,NSE SME Emerge,SME (unclassified)
CPS.NS,NSE SME Emerge,SME (unclassified)
SEL.NS,NSE SME Emerge,SME (unclassified)
CLSL.NS,NSE SME Emerge,SME (unclassified)
SSFL.NS,NSE SME Emerge,SME (unclassified)
YUDIZ.NS,NSE SME Emerge,SME (unclassified)
SANGANI.NS,NSE SME Emerge,SME (unclassified)
ORIANA.NS,NSE SME Emerge,SME (unclassified)
VINSYS.NS,NSE SME Emerge,SME (unclassified)
ZEAL.NS,NSE SME Emerge,SME (unclassified)
SHRITECH.NS,NSE SME Emerge,SME (unclassified)
YCCL.NS,NSE SME Emerge,SME (unclassified)
SERVICE.NS,NSE SME Emerge,SME (unclassified)
DRONE.NS,NSE SME Emerge,SME (unclassified)
SYNOPTICS.NS,NSE SME Emerge,SME (unclassified)
TRIDHYA.NS,NSE SME Emerge,SME (unclassified)
GLOBALPET.NS,NSE SME Emerge,SME (unclassified)
PENTAGON.NS,NSE SME Emerge,SME (unclassified)
MAGSON.NS,NSE SME Emerge,SME (unclassified)
ESFL.NS,NSE SME Emerge,SME (unclassified)
GREENCHEF.NS,NSE SME Emerge,SME (unclassified)
VILINBIO.NS,NSE SME Emerge,SME (unclassified)
AATMAJ.NS,NSE SME Emerge,SME (unclassified)
CELLPOINT.NS,NSE SME Emerge,SME (unclassified)
SPECTSTM.NS,NSE SME Emerge,SME (unclassified)
URBAN.NS,NSE SME Emerge,SME (unclassified)
KDL.NS,NSE SME Emerge,SME (unclassified)
SAHANA.NS,NSE SME Emerge,SME (unclassified)
INFOLLION.NS,NSE SME Emerge,SME (unclassified)
PROV.NS,NSE SME Emerge,SME (unclassified)
CRAYONS.NS,NSE SME Emerge,SME (unclassified)
DENTALKART.NS,NSE SME Emerge,SME (unclassified)
REMUS.NS,NSE SME Emerge,SME (unclassified)
KRISHCA.NS,NSE SME Emerge,SME (unclassified)
AUROIMPEX.NS,NSE SME Emerge,SME (unclassified)
DENEERS.NS,NSE SME Emerge,SME (unclassified)
QUICKTOUCH.NS,NSE SME Emerge,SME (unclassified)
AGUL.NS,NSE SME Emerge,SME (unclassified)
PATTECH.NS,NSE SME Emerge,SME (unclassified)
MOS.NS,NSE SME Emerge,SME (unclassified)
INFINIUM.NS,NSE SME Emerge,SME (unclassified)
SOTAC.NS,NSE SME Emerge,SME (unclassified)
NIRMAN.NS,NSE SME Emerge,SME (unclassified)
QFIL.NS,NSE SME Emerge,SME (unclassified)
VELS.NS,NSE SME Emerge,SME (unclassified)
MCON.NS,NSE SME Emerge,SME (unclassified)
VERTEXPLUS.NS,NSE SME Emerge,SME (unclassified)
SYSTANGO.NS,NSE SME Emerge,SME (unclassified)
SRIVASAVI.NS,NSE SME Emerge,SME (unclassified)
VIAZ.NS,NSE SME Emerge,SME (unclassified)
AGARWALFT.NS,NSE SME Emerge,SME (unclassified)
LRRPL.NS,NSE SME Emerge,SME (unclassified)
SHERA.NS,NSE SME Emerge,SME (unclassified)
GRCL.NS,NSE SME Emerge,SME (unclassified)
ARISTO.NS,NSE SME Emerge,SME (unclassified)
DUCOL.NS,NSE SME Emerge,SME (unclassified)
CMNL.NS,NSE SME Emerge,SME (unclassified)
ANLON.NS,NSE SME Emerge,SME (unclassified)
RBMINFRA.NS,NSE SME Emerge,SME (unclassified)
HOMESFY.NS,NSE SME Emerge,SME (unclassified)
MOXSH.NS,NSE SME Emerge,SME (unclassified)
UMA.NS,NSE SME Emerge,SME (unclassified)
ARIHANTACA.NS,NSE SME Emerge,SME (unclassified)
DOLLEX.NS,NSE SME Emerge,SME (unclassified)
ALLETEC.NS,NSE SME Emerge,SME (unclassified)
ARHAM.NS,NSE SME Emerge,SME (unclassified)
BAHETI.NS,NSE SME Emerge,SME (unclassified)
PRITIKA.NS,NSE SME Emerge,SME (unclassified)
AMIABLE.NS,NSE SME Emerge,SME (unclassified)
IPSL.NS,NSE SME Emerge,SME (unclassified)
RITEZONE.NS,NSE SME Emerge,SME (unclassified)
PHANTOMFX.NS,NSE SME Emerge,SME (unclassified)
FROG.NS,NSE SME Emerge,SME (unclassified)
SWASTIK.NS,NSE SME Emerge,SME (unclassified)
LLOYDS.NS,NSE SME Emerge,SME (unclassified)
CMRSL.NS,NSE SME Emerge,SME (unclassified)
KANDARP.NS,NSE SME Emerge,SME (unclassified)
MAKS.NS,NSE SME Emerge,SME (unclassified)
ANNAPURNA.NS,NSE SME Emerge,SME (unclassified)
ISHAN.NS,NSE SME Emerge,SME (unclassified)
TAPIFRUIT.NS,NSE SME Emerge,SME (unclassified)
SABAR.NS,NSE SME Emerge,SME (unclassified)
MEGAFLEX.NS,NSE SME Emerge,SME (unclassified)
KORE.NS,NSE SME Emerge,SME (unclassified)
AMEYA.NS,NSE SME Emerge,SME (unclassified)
JFLLIFE.NS,NSE SME Emerge,SME (unclassified)
VEEKAYEM.NS,NSE SME Emerge,SME (unclassified)
USASEEDS.NS,NSE SME Emerge,SME (unclassified)
AGNI.NS,NSE SME Emerge,SME (unclassified)
SKP.NS,NSE SME Emerge,SME (unclassified)
KCK.NS,NSE SME Emerge,SME (unclassified)
FIDEL.NS,NSE SME Emerge,SME (unclassified)
RILINFRA.NS,NSE SME Emerge,SME (unclassified)
GSTL.NS,NSE SME Emerge,SME (unclassified)
SONUINFRA.NS,NSE SME Emerge,SME (unclassified)
PROPEQUITY.NS,NSE SME Emerge,SME (unclassified)
SWARAJ.NS,NSE SME Emerge,SME (unclassified)
COOLCAPS.NS,NSE SME Emerge,SME (unclassified)
SPRL.NS,NSE SME Emerge,SME (unclassified)
SHIGAN.NS,NSE SME Emerge,SME (unclassified)
MADHAVBAUG.NS,NSE SME Emerge,SME (unclassified)
RICHA.NS,NSE SME Emerge,SME (unclassified)
PRECISION.NS,NSE SME Emerge,SME (unclassified)
TIMESCAN.NS,NSE SME Emerge,SME (unclassified)
VIVO.NS,NSE SME Emerge,SME (unclassified)
FOCE.NS,NSE SME Emerge,SME (unclassified)
NIDAN.NS,NSE SME Emerge,SME (unclassified)
DKEGL.NS,NSE SME Emerge,SME (unclassified)
DYNAMIC.NS,NSE SME Emerge,SME (unclassified)
DESTINY.NS,NSE SME Emerge,SME (unclassified)
BMETRICS.NS,NSE SME Emerge,SME (unclassified)
JAINAM.NS,NSE SME Emerge,SME (unclassified)
QUADPRO.NS,NSE SME Emerge,SME (unclassified)
BEWLTD.NS,NSE SME Emerge,SME (unclassified)
DUGLOBAL.NS,NSE SME Emerge,SME (unclassified)
REXPIPES.NS,NSE SME Emerge,SME (unclassified)
WALPAR.NS,NSE SME Emerge,SME (unclassified)
AILIMITED.NS,NSE SME Emerge,SME (unclassified)
VMARCIND.NS,NSE SME Emerge,SME (unclassified)
SIDDHIKA.NS,NSE SME Emerge,SME (unclassified)
PARTYCRUS.NS,NSE SME Emerge,SME (unclassified)
ASCOM.NS,NSE SME Emerge,SME (unclassified)
GOLDKART.NS,NSE SME Emerge,SME (unclassified)
KHFM.NS,NSE SME Emerge,SME (unclassified)
MINDPOOL.NS,NSE SME Emerge,SME (unclassified)
SURANI.NS,NSE SME Emerge,SME (unclassified)
DRSDILIP.NS,NSE SME Emerge,SME (unclassified)
SHUBHLAXMI.NS,NSE SME Emerge,SME (unclassified)
UWCSL.NS,NSE SME Emerge,SME (unclassified)
PARIN.NS,NSE SME Emerge,SME (unclassified)
UCL.NS,NSE SME Emerge,SME (unclassified)
AMBANIORGO.NS,NSE SME Emerge,SME (unclassified)
JAKHARIA.NS,NSE SME Emerge,SME (unclassified)
MAHICKRA.NS,NSE SME Emerge,SME (unclassified)
VERA.NS,NSE SME Emerge,SME (unclassified)
CONTI.NS,NSE SME Emerge,SME (unclassified)
GIRIRAJ.NS,NSE SME Emerge,SME (unclassified)
MDL.NS,NSE SME Emerge,SME (unclassified)
MHHL.NS,NSE SME Emerge,SME (unclassified)
PARAMPARA.NS,NSE SME Emerge,SME (unclassified)
VASA.NS,NSE SME Emerge,SME (unclassified)
SMVD.NS,NSE SME Emerge,SME (unclassified)
FELIX.NS,NSE SME Emerge,SME (unclassified)
PULZ.NS,NSE SME Emerge,SME (unclassified)
AISL.NS,NSE SME Emerge,SME (unclassified)
MILTON.NS,NSE SME Emerge,SME (unclassified)
OMFURN.NS,NSE SME Emerge,SME (unclassified)
GOLDSTAR.NS,NSE SME Emerge,SME (unclassified)
TIRUPATI.NS,NSE SME Emerge,SME (unclassified)
CADSYS.NS,NSE SME Emerge,SME (unclassified)
MPTODAY.NS,NSE SME Emerge,SME (unclassified)
MANAV.NS,NSE SME Emerge,SME (unclassified)
TRANSWIND.NS,NSE SME Emerge,SME (unclassified)
ACCORD.NS,NSE SME Emerge,SME (unclassified)
VSCL.NS,NSE SME Emerge,SME (unclassified)
JALAN.NS,NSE SME Emerge,SME (unclassified)
AVATAR.NS,NSE SME Emerge,SME (unclassified)
PROLIFE.NS,NSE SME Emerge,SME (unclassified)
DIRL.NS,NSE SME Emerge,SME (unclassified)
ALCODIS.NS,NSE SME Emerge,SME (unclassified)
GRETEX.NS,NSE SME Emerge,SME (unclassified)
JETKNIT.NS,NSE SME Emerge,SME (unclassified)
AVSL.NS,NSE SME Emerge,SME (unclassified)
KKVAPOW.NS,NSE SME Emerge,SME (unclassified)
PERFECT.NS,NSE SME Emerge,SME (unclassified)
AHIMSA.NS,NSE SME Emerge,SME (unclassified)
SHAIVAL.NS,NSE SME Emerge,SME (unclassified)
EMKAYTOOLS.NS,NSE SME Emerge,SME (unclassified)
TIMEX.NS,Watchlist,Unknown
INDOSMC.BO,Watchlist,Unknown
KISSHT.NS,Watchlist,Unknown
ZELIO.BO,Watchlist,Unknown
AKIKO-SM.NS,Watchlist,Unknown
VIGOR-SM.NS,Watchlist,Unknown
